CarAge,Mileage,EngineSize,HorsePower,FuelEfficiency,BrandValue,OwnerCount,Price
4,114162,1.0,333,11.4,1,3,3661357.55
5,125927,2.1,422,28.0,1,4,4133836.52
5,13026,4.5,87,28.6,3,2,3814790.94
6,69925,3.4,242,8.3,1,3,3731251.1
3,73842,3.4,421,24.0,8,5,5088052.17
13,38665,2.6,102,14.8,3,4,2512104.39
10,14277,3.7,330,16.2,2,5,3730758.03
13,178311,1.8,279,18.3,6,4,3251973.22
13,183736,4.3,452,17.4,4,3,4125938.95
13,53008,1.5,399,19.3,4,3,3693354.97
14,19683,3.6,451,20.8,2,5,3889103.86
7,136742,2.4,233,18.2,2,3,3448082.35
6,225283,4.0,476,23.4,6,5,4548234.55
8,153961,3.2,493,23.8,5,1,4500238.84
6,191684,2.8,74,17.7,9,4,3153549.93
2,180607,1.7,103,11.1,4,5,2917580.71
2,83542,3.5,349,22.1,5,4,4784893.78
14,59319,4.9,214,25.0,1,1,3497222.56
7,97067,4.3,420,22.0,2,4,4376529.66
4,157711,1.2,140,20.9,3,5,2722272.19
3,200784,2.5,417,13.0,5,3,4462044.39
7,152705,4.7,299,22.2,5,4,3843964.13
14,170732,3.0,194,15.4,4,4,2532427.27
5,73975,3.6,347,28.2,3,1,4582700.47
1,168244,4.7,340,22.4,9,2,4858120.18
3,195269,4.5,426,14.1,1,3,4307000.21
11,106158,3.0,84,18.4,6,5,2619481.58
10,194919,2.8,311,26.6,7,1,4003461.88
3,16577,2.4,222,15.4,4,5,3765289.91
14,82299,3.9,122,19.6,3,5,2667143.81
5,25176,2.1,218,23.0,8,4,4053014.99
5,180458,2.0,427,24.6,9,1,4897059.39
0,68972,2.4,288,11.8,1,1,4073747.29
13,125018,1.7,182,20.4,9,3,3326854.04
7,225863,3.8,357,28.1,7,2,4557104.73
5,177075,3.5,346,29.3,1,5,3819218.37
2,24996,2.9,497,22.4,7,3,5476445.75
13,105922,2.6,152,29.6,5,3,2999391.09
8,91598,4.6,287,20.6,7,5,4679479.56
1,40931,1.1,295,17.7,9,4,4428085.17
14,129168,4.1,339,20.1,8,4,3981785.67
10,171782,4.6,84,10.5,6,5,2878323.56
7,128099,2.8,473,16.8,2,1,4475688.3
9,39693,3.2,359,18.1,8,2,4649926.14
2,171812,4.8,489,26.7,4,4,5451155.24
12,213313,1.8,408,24.7,8,2,3981956.31
11,113944,3.1,334,21.2,7,3,4027775.41
4,229655,2.9,268,15.6,4,3,3682416.82
5,212574,2.0,227,12.1,8,5,3248783.32
9,22374,4.3,402,15.7,2,5,4381257.14
5,212746,4.6,488,23.0,9,5,5091138.52
3,86471,4.1,466,13.8,6,4,5332432.99
2,50913,1.8,276,17.4,7,2,4610654.38
3,128683,1.3,243,16.5,1,3,3241337.87
0,202097,3.4,253,24.8,3,2,3909150.71
3,49516,1.2,334,27.4,5,4,4035118.6
0,92796,3.7,315,23.4,7,2,5042393.57
11,31069,3.1,105,15.5,1,2,2497398.63
14,123333,3.7,442,17.5,9,5,4343744.55
0,192305,3.4,328,11.2,5,2,4260940.98
9,89811,2.7,88,11.7,3,2,2847776.21
13,195121,1.8,481,11.6,7,2,3934590.84
5,237892,2.2,92,10.9,8,1,2938872.22
4,123028,3.1,173,12.0,3,3,3498276.5
13,44178,3.6,310,12.5,7,3,3819271.4
10,37821,4.1,460,10.5,7,2,5016498.4
14,187799,4.1,430,22.1,4,5,4115429.39
3,197007,4.9,273,29.8,9,5,4774814.74
12,21999,2.1,322,27.3,1,5,3398686.41
10,198594,1.3,211,9.0,1,3,2174469.45
2,43712,2.4,371,17.3,5,4,4754562.92
0,200623,4.0,212,26.9,3,2,3835984.43
5,176244,2.8,340,11.0,9,3,4281170.21
1,38722,4.3,376,26.6,5,5,5249510.34
7,15625,3.2,179,21.0,7,3,3868782.38
9,203237,4.7,77,28.5,1,3,2592169.01
4,212581,4.8,138,27.3,2,3,3210076.42
6,11859,1.3,259,22.9,4,5,3957096.64
9,177681,2.8,248,22.5,9,4,3995233.21
11,179379,3.4,132,12.7,5,1,3164905.73
1,115986,2.0,137,10.6,5,2,3751654.89
12,237654,2.6,275,17.1,9,2,3366582.74
7,26839,3.7,469,12.1,8,3,4921083.28
1,32216,1.9,477,10.3,2,4,4933339.14
3,57953,3.4,75,14.7,7,5,3718017.58
0,220553,3.8,188,26.9,1,1,3835157.5
14,196665,1.4,382,8.4,9,1,3430001.83
4,208147,3.0,100,14.4,3,3,2856116.65
8,54522,2.1,75,17.3,2,3,2737824.05
0,235233,3.9,276,19.2,4,5,3938830.26
8,140958,1.8,226,12.0,4,5,2857586.65
10,116249,4.6,136,29.2,3,5,2946115.4
14,12485,2.7,456,20.7,2,3,3990145.38
7,167527,1.8,481,19.5,5,4,3827199.1
5,248056,2.8,399,8.2,4,3,3746900.21
6,152839,2.6,439,18.7,5,3,4303733.25
2,117701,2.7,422,26.4,8,1,5061738.15
13,164525,3.3,405,12.8,2,5,3442554.89
14,212352,3.1,448,15.7,9,2,4106938.31
0,107638,1.6,463,8.5,1,5,4193912.76
4,189514,1.3,358,29.5,8,4,4448606.71
13,187949,3.9,209,9.5,5,4,2868491.83
11,17226,3.2,369,27.8,2,5,4095386.62
11,98405,2.4,82,14.9,8,5,2675816.73
1,27588,4.2,221,20.9,5,3,4609050.94
13,215048,2.6,497,22.9,3,2,3878973.33
4,167781,4.2,382,11.1,7,3,4631039.88
7,183860,2.2,421,17.8,4,1,3921692.9
10,224103,1.3,469,15.2,6,1,3776230.21
8,42019,4.7,178,9.2,8,4,3938017.26
1,181020,2.6,445,26.3,1,4,4579035.88
11,70133,4.2,425,9.0,2,2,3954561.84
2,119444,2.1,218,22.4,8,4,4319745.06
2,202530,3.6,436,14.9,7,1,4831927.85
0,122603,4.5,273,12.2,9,2,4919654.51
7,163598,1.2,376,22.7,2,1,3850096.33
5,209565,4.3,90,20.6,8,5,3330955.4
11,133585,3.3,129,14.9,6,5,2866202.41
12,188270,3.4,90,19.3,1,2,2543668.02
7,235606,3.1,432,13.4,4,3,4134675.79
10,48395,4.5,451,27.0,2,4,4718909.61
8,160103,1.2,314,14.9,7,2,3643296.07
4,211614,2.0,459,13.4,9,4,4540696.72
13,130814,4.5,142,24.5,6,1,3262212.44
11,173773,4.0,145,8.4,4,3,2772060.95
13,117599,1.1,255,13.9,5,4,2883810.32
2,30939,3.1,147,16.3,1,5,3442644.36
4,185217,3.1,459,27.4,4,5,4573764.01
4,156396,2.6,134,28.9,3,1,3565033.17
4,158939,2.2,411,23.8,9,2,4603478.04
2,5203,3.7,359,18.8,6,4,4933403.82
10,152616,1.8,125,22.1,4,1,2969318.62
13,151971,4.2,400,17.1,3,5,4086517.91
9,34063,4.2,328,14.6,4,5,3953752.8
13,95880,2.7,495,28.9,8,5,4528054.15
3,8748,2.1,259,10.5,5,3,3908960.66
8,241094,2.1,75,15.6,1,3,1733236.41
12,122269,2.9,75,27.8,5,5,2723365.36
9,202701,3.9,260,23.9,8,2,4051533.53
8,85764,2.4,217,8.6,4,3,3246763.67
1,156956,3.4,474,8.5,2,4,4491048.69
7,161255,2.5,327,19.4,3,3,3648568.76
7,217642,2.2,287,18.7,9,4,3666281.72
6,207318,1.1,159,17.7,7,3,3001009.03
7,113036,1.0,381,14.7,3,5,3773425.95
13,155331,1.9,421,29.7,5,4,3681399.93
2,172031,2.6,79,14.0,3,2,2945450.64
12,121525,4.4,156,18.8,4,3,3154278.34
5,169529,4.2,319,16.9,8,3,4381787.49
0,90679,2.1,395,11.7,3,5,4341651.85
6,130829,2.0,220,12.5,3,4,2770019.1
14,133216,1.9,182,28.2,8,5,3119289.11
14,138175,2.4,99,26.9,7,4,2581144.22
0,70901,3.0,197,12.4,7,3,4125200.01
8,248386,2.8,147,27.3,2,3,2671217.62
0,180607,1.9,490,12.6,7,3,4690724.4
0,152175,1.5,124,21.8,3,3,3426155.94
14,103046,1.1,374,9.8,7,1,3498284.96
6,95012,1.6,103,27.4,4,3,3480867.72
1,83278,3.8,174,9.1,8,3,4331196.03
13,17391,2.0,241,20.2,8,4,3559582.92
4,107476,2.9,91,25.2,6,3,3475612.43
7,164973,3.4,356,10.6,3,3,3822369.66
7,125721,4.5,460,16.9,6,4,5091145.07
2,102537,4.6,174,8.9,6,3,4212431.94
6,86159,4.0,218,23.0,3,3,3979811.17
2,203986,1.1,341,14.8,4,5,3546206.41
5,136040,3.3,345,20.3,2,1,4055341.04
5,186429,4.1,368,28.5,1,4,4173823.75
2,222980,1.1,241,14.7,2,5,3153595.58
6,246407,3.2,116,9.1,7,2,3006574.55
2,174509,4.4,183,22.9,5,2,3931272.43
7,40503,2.9,344,25.3,9,1,4760996.66
9,232354,1.0,373,29.1,3,2,3180411.8
3,229531,1.0,276,11.5,2,1,3110886.03
14,80403,2.7,464,16.6,4,2,4071632.52
14,177330,1.6,482,26.6,2,2,3660000.4
12,169796,3.7,311,25.8,7,5,3858857.89
0,69286,3.8,370,21.7,6,2,5131326.84
3,79842,1.7,265,13.9,8,1,4554266.67
13,109927,4.6,233,14.2,5,3,3332414.82
6,19908,2.8,245,10.7,2,3,3767191.48
10,228689,1.6,412,28.3,4,3,3471499.28
3,186698,4.1,340,11.8,1,1,3907337.68
12,42228,4.2,179,20.6,2,1,3476466.12
5,28386,3.6,241,20.9,4,3,4326893.15
8,182826,4.4,421,16.1,6,2,4487090.48
0,247014,3.9,271,15.8,4,3,3974650.1
12,33302,4.5,237,22.7,4,4,3968003.84
4,65815,2.7,171,16.5,2,1,3376733.43
10,220820,4.0,155,13.6,9,4,3367022.41
6,68344,5.0,211,16.8,8,4,4247608.12
0,171690,3.9,406,25.8,8,1,5394394.37
13,116603,1.5,282,29.3,5,3,3428651.48
3,212306,3.1,120,22.0,3,5,2814720.56
5,66114,3.3,181,25.2,6,4,3835673.99
1,206202,1.7,340,19.7,9,3,4502772.68
9,30525,4.9,134,21.7,8,5,3902908.41
4,84818,1.7,413,29.7,7,4,4651996.76
10,119589,1.7,252,17.6,8,3,3588442.84
9,150406,4.7,401,9.5,4,4,3969369.34
0,99715,2.9,79,29.1,6,3,3657958.89
5,198839,1.3,303,25.4,5,2,3352226.65
5,11644,3.4,367,16.8,2,2,4561036.49
12,106154,3.4,313,29.6,8,1,4314336.81
14,249309,1.3,420,15.6,3,5,2971161.51
14,169005,4.9,336,16.2,5,4,3875263.89
3,48469,3.2,187,21.4,8,4,4233396.28
12,169759,3.2,213,14.0,9,3,3408291.43
7,111609,3.1,450,23.4,9,5,4945654.76
3,188728,3.4,270,11.4,5,4,3711304.38
7,153447,2.1,308,10.4,2,5,2977002.65
14,70206,2.1,403,19.8,7,5,3753641.31
12,101462,3.0,472,20.2,7,2,4590641.48
7,172679,4.2,484,10.3,8,4,4968431.69
4,88178,1.2,315,29.2,8,4,4584564.55
12,160065,3.4,415,20.6,5,1,4108099.58
14,180458,4.2,77,11.3,1,5,2027302.91
3,182359,1.6,221,14.9,4,3,3599044.05
11,91724,1.1,461,25.6,4,2,4198351.14
12,234204,2.3,280,19.5,3,1,3014470.66
1,229380,3.4,436,12.1,8,2,4910883.86
10,101393,1.6,227,10.3,3,3,3023615.19
14,132314,2.7,127,17.5,5,1,2586513.13
2,81312,3.2,155,15.4,2,2,3717145.43
2,234443,3.4,124,22.4,6,3,3526538.41
3,80324,2.1,270,28.4,6,1,4576263.56
3,76196,2.6,191,13.5,8,3,4110030.23
9,75014,4.1,177,26.8,8,1,4306145.28
10,144282,4.8,373,28.3,1,4,3859222.65
10,146994,4.4,201,27.8,5,4,3492553.47
4,172361,3.3,490,28.9,2,2,4773323.05
3,38340,2.6,461,26.5,5,5,4921798.48
10,44850,2.3,454,21.1,9,5,4850272.95
13,193056,1.5,267,17.0,4,3,2571501.38
9,239771,1.4,116,18.8,8,1,2784747.78
7,118711,3.8,297,27.2,1,4,3698892.88
5,220250,2.0,314,14.6,8,5,3632886.84
5,16094,2.0,272,11.5,6,4,3816569.9
7,92959,5.0,330,11.1,8,3,4663893.07
6,169490,1.8,247,26.2,6,3,3624063.87
14,10741,1.6,93,24.8,3,1,3015434.76
9,116585,1.4,244,18.9,8,5,3824933.06
13,208446,3.3,343,14.0,5,3,3250466.91
10,127564,3.5,409,22.9,5,3,4011355.84
11,73798,2.5,481,8.8,7,4,4224507.33
9,121026,3.1,330,20.5,6,2,4103143.05
12,206604,4.2,355,16.8,9,5,4146963.63
7,115130,4.3,70,29.5,7,1,3658890.66
13,27164,4.8,155,19.2,3,1,3577249.67
1,171667,4.3,407,20.1,5,4,4708642.88
8,35257,3.3,499,23.7,9,1,5456660.63
0,150283,1.7,138,18.7,2,3,3212670.49
14,100989,1.4,100,12.9,1,5,1850862.8
7,141304,1.2,267,19.8,8,1,3821679.24
11,203825,3.7,160,28.8,8,5,3114255.15
10,57691,4.2,418,17.0,2,1,4613811.07
11,225837,3.0,452,23.0,8,2,4528238.71
11,84768,1.2,481,29.5,5,2,4573458.64
3,161685,3.1,85,26.3,2,5,2875861.35
3,19026,4.7,379,22.5,7,2,5460330.53
4,189607,3.4,465,24.2,7,2,4917447.78
7,230162,4.2,345,28.6,3,3,3828306.49
4,35908,4.2,407,29.1,1,1,5005520.46
7,188185,4.7,231,29.3,4,2,3576594.24
14,24610,4.1,261,21.8,2,5,3562196.02
9,182718,4.0,220,16.5,4,3,3174941.33
0,241213,1.9,434,10.9,8,2,4570908.83
11,68185,1.2,480,16.5,2,5,3448576.46
14,77567,3.1,182,28.7,1,1,3304962.64
9,183646,1.5,342,27.6,3,2,3619795.66
8,227123,4.8,245,19.5,7,5,3738011.77
5,238092,2.2,218,19.8,6,5,3137504.36
2,41182,4.4,247,14.8,6,4,4378594.99
12,121136,2.6,493,18.0,7,5,4306545.6
13,136642,2.3,451,23.7,8,4,4278905.64
7,233862,4.7,292,16.9,3,1,3751437.52
8,24288,2.5,328,12.1,3,1,4100273.96
5,83824,2.6,342,19.9,8,3,4851387.42
10,165949,1.4,258,13.0,7,4,3010180.01
6,89425,3.7,375,29.4,5,5,4604197.91
0,5917,2.2,447,16.6,4,3,5356431.37
13,80602,3.3,159,28.0,6,3,3311580.91
4,231112,3.4,412,13.0,9,1,4710807.8
4,69575,3.9,331,12.2,6,5,4529464.01
9,77518,4.0,225,21.6,8,4,4162860.59
13,44104,3.1,269,25.1,1,1,3655653.49
3,154134,2.3,124,20.5,6,3,3421489.68
5,21999,4.3,323,13.1,2,2,4287274.59
6,197917,2.2,242,8.8,3,3,3156363.39
8,146013,3.0,269,21.6,6,2,3716923.88
0,66169,2.6,472,10.9,2,1,4990786.68
14,159542,4.4,171,15.5,4,4,2881461.68
5,134744,2.7,354,22.9,6,5,4239178.93
6,115684,2.5,220,10.2,5,2,3533603.39
2,64821,3.8,180,10.8,6,5,4121822.77
7,222741,3.4,485,9.4,6,1,4607483.17
14,180507,1.4,335,29.9,8,1,3783164.21
4,140601,3.0,160,16.5,9,1,3906149.76
14,219127,3.9,246,27.9,5,4,2930807.19
8,17192,5.0,300,14.5,6,2,4566355.46
4,79102,3.5,98,24.6,6,5,3679057.25
8,208834,2.5,370,12.8,6,3,3800357.65
9,239538,1.9,264,19.0,2,1,2889469.83
3,119894,4.5,376,26.1,4,5,4729032.64
8,91795,4.3,308,26.0,1,5,3810536.22
4,170159,1.9,426,25.5,1,4,3995342.89
9,71677,1.8,453,26.1,1,2,3854148.18
8,140699,3.9,336,12.7,7,4,4259474.57
2,192613,2.3,283,18.6,1,4,3549084.55
14,248877,2.2,151,18.7,6,5,2610706.38
3,204298,1.6,197,27.6,2,2,3120315.88
8,241699,2.1,331,14.5,6,2,3478924.03
9,139327,2.7,136,28.5,6,2,3355658.57
10,193505,3.9,131,17.9,3,1,2918868.7
5,141285,2.3,202,22.7,8,2,4125624.97
1,107412,2.3,206,13.9,4,5,3553014.31
6,24404,2.1,97,17.0,7,1,3574729.46
1,121545,2.9,280,23.6,4,3,4157032.59
10,161452,1.7,274,19.3,1,4,3085687.46
1,227128,2.9,322,28.5,6,2,4479195.46
10,155245,3.8,107,24.2,5,3,3314897.88
0,189099,1.1,112,20.4,9,2,4011962.52
10,28989,1.0,186,27.5,9,4,3505110.81
10,113106,1.3,474,22.6,8,5,4511411.08
11,29519,3.1,259,22.2,7,5,3859932.35
10,27439,4.4,115,13.4,2,4,3007536.75
2,123570,1.0,235,16.7,8,3,3679847.58
5,213021,4.7,374,23.0,3,1,4727191.97
7,19995,1.4,272,27.6,6,1,4334320.24
8,28559,4.4,302,14.9,7,2,4554008.71
6,246959,2.9,314,12.7,6,4,3700913.18
3,94049,3.6,278,21.1,5,4,4023006.62
5,141093,3.0,317,9.5,4,1,3963063.87
4,103000,2.9,364,23.7,2,3,4130212.17
7,157191,4.3,396,23.5,9,4,5035762.58
0,187611,4.0,452,15.8,7,5,5259085.31
0,230907,2.9,227,27.6,7,5,4114846.75
12,44350,1.4,474,19.0,4,4,4222054.47
14,182295,1.5,70,22.2,5,3,2028634.87
10,30517,4.2,286,12.6,6,5,4144992.22
5,214725,3.1,485,17.2,2,3,4054917.51
9,158322,2.9,318,27.0,4,1,3666909.44
11,220558,3.7,461,12.7,4,2,3993003.83
1,218967,4.4,138,16.6,4,1,3745628.41
4,94132,3.5,99,15.0,7,2,3788324.28
0,227138,4.1,184,11.3,7,5,3603532.75
6,202870,4.1,77,14.4,7,2,3010654.19
0,190271,2.4,438,13.1,7,2,4751954.93
3,64546,2.1,344,28.3,2,4,4083400.32
8,110686,4.2,384,24.3,5,2,4686244.63
0,93151,2.5,483,15.0,2,4,4615617.65
3,8327,4.6,404,24.8,5,2,5702664.31
5,125318,1.3,105,8.5,6,4,2909900.03
5,165840,1.2,380,19.6,3,5,3630441.02
11,200490,4.7,113,13.5,6,5,2696930.65
14,230458,3.6,224,10.5,5,2,2661956.72
12,178860,2.5,146,27.4,4,3,2700282.41
7,120945,4.0,147,12.4,9,5,3564338.95
0,218456,3.7,170,26.1,8,1,3982357.7
6,51830,3.1,99,17.1,7,1,3910754.95
0,57446,1.4,108,8.3,1,4,2820379.05
12,241150,4.2,308,24.1,9,3,3968942.04
13,151232,4.5,82,21.1,9,4,3227134.78
6,192655,1.7,191,15.6,6,2,2983208.35
2,170070,4.4,213,14.2,7,5,3979082.64
10,163302,4.5,241,9.6,3,3,3106649.04
7,145148,3.2,437,28.7,5,4,4600195.81
2,74341,3.6,316,18.9,7,4,4731854.53
13,36085,2.5,316,9.9,1,1,3362652.64
13,60571,2.1,480,27.1,1,2,3959761.16
12,150787,3.9,114,14.1,5,4,2964294.51
0,133308,4.4,322,12.5,9,1,5060901.62
12,10750,3.6,444,14.2,7,3,4493147.93
12,118931,3.0,360,20.4,1,4,3297563.2
13,83768,1.6,276,9.6,5,1,2963630.17
7,40903,1.2,481,18.6,8,2,4808139.13
2,208561,2.8,76,27.7,8,5,3241458.92
1,168165,1.2,311,12.1,2,3,3671191.74
0,96036,3.3,179,15.3,7,4,4227226.13
13,92954,2.5,183,16.7,5,1,3165537.08
2,170386,4.0,376,20.9,9,4,5098410.13
14,184297,2.2,371,28.2,3,5,3063348.53
1,224057,3.4,345,16.7,1,4,3898077.03
1,88014,3.2,165,9.5,4,4,3448757.52
5,171251,1.0,363,15.7,7,1,4002220.2
11,122305,1.3,258,12.2,1,5,2653262.78
0,248489,2.2,429,22.3,2,3,4121268.48
1,161410,4.5,357,8.6,5,1,4947758.07
13,228507,1.6,223,14.4,9,5,2758273.62
5,205753,3.8,127,20.0,1,5,2934859.27
2,37101,4.9,492,14.1,4,4,5390517.75
14,7775,4.2,473,20.1,3,2,4615925.05
3,116497,2.0,407,10.5,5,2,4361254.3
0,233255,4.6,119,28.7,5,3,3831306.82
7,50619,1.4,276,14.4,2,4,3629140.19
12,181910,2.9,121,28.3,5,2,3106243.66
6,155611,4.6,411,15.2,9,1,4990091.69
6,238346,3.6,440,25.2,5,3,4386611.2
2,62124,2.7,219,13.4,2,4,3684253.87
9,70149,2.2,122,22.7,7,1,3550366.06
9,31616,2.5,282,15.1,6,2,4277824.8
2,215727,3.0,135,19.2,7,2,3783710.41
13,226767,2.3,301,22.8,8,2,3429685.4
1,190639,4.9,442,21.0,5,2,5213534.17
11,173171,4.7,368,20.7,2,5,3752845.47
0,211903,4.5,407,9.4,7,3,4802426.02
6,236318,2.7,220,13.5,7,3,3541577.65
6,66799,3.8,274,20.6,8,2,4191500.41
11,95221,4.6,389,8.4,7,3,4555256.4
1,119879,4.4,324,13.5,7,1,4992643.29
6,30479,2.7,206,13.0,9,1,3972594.18
12,182244,1.4,438,13.5,8,3,3703502.73
7,104165,1.3,204,19.8,2,2,2794622.53
0,60863,3.3,494,20.8,2,4,5393927.43
8,178115,3.6,123,28.0,7,2,3326908.63
6,87569,4.4,134,16.5,3,5,3499322.52
2,238510,2.2,71,28.4,1,4,2742352.5
7,246179,1.7,201,22.3,9,5,3207862.37
6,151480,2.5,403,28.1,3,3,4099374.2
10,194052,2.4,101,26.3,1,5,2315258.81
14,219028,1.5,425,23.1,6,3,3571729.88
12,21351,3.7,455,15.8,4,5,4519382.66
7,140203,3.0,429,13.3,1,4,3718895.1
5,49825,3.9,312,12.9,4,5,4357389.85
8,16349,2.4,261,28.9,8,2,4602605.03
14,197003,2.3,211,29.1,7,3,3034975.79
4,49254,2.9,217,23.9,1,1,3707340.39
2,43225,4.5,158,27.4,9,5,4520832.19
2,240455,1.2,118,28.2,6,3,3013615.47
0,17453,4.2,205,19.3,2,1,4406015.63
11,154886,2.5,260,21.8,3,3,3061622.25
14,154335,4.4,499,17.2,7,3,4621471.18
7,82694,4.2,218,17.2,3,1,3953421.71
1,20735,2.4,156,8.8,3,1,3711944.84
2,151902,3.8,485,17.5,5,4,4707622.49
7,52893,1.6,77,22.8,3,5,2825774.91
13,180745,4.6,292,17.3,3,5,3051996.02
7,132006,2.6,426,27.2,5,3,4501420.29
13,225534,2.8,85,15.3,5,2,2327678.21
10,50066,3.8,365,10.9,9,2,4597956.48
3,236387,4.3,175,25.9,1,3,3450063.88
3,139445,1.9,352,22.8,1,4,3868199.76
4,146407,3.6,173,13.3,9,1,4128431.3
5,159813,2.6,430,19.8,5,3,4548714.17
4,15692,2.5,215,16.8,4,5,3733000.8
13,183367,3.8,104,28.7,2,2,2566381.59
14,50541,2.5,182,21.4,9,2,3718960.49
6,170129,2.4,377,11.5,6,2,4198397.52
1,71983,4.3,468,19.0,9,4,5644596.76
6,155655,1.4,122,27.0,5,5,2607474.24
9,158837,3.7,416,22.8,4,4,4244295.25
6,195359,2.0,150,26.5,7,1,3494309.17
0,159978,1.1,173,13.5,5,3,3200707.2
6,125747,1.7,391,27.5,8,3,4397978.4
4,90103,3.4,438,24.6,8,2,5221516.74
2,215747,3.8,311,24.0,2,2,4128607.81
12,182597,1.1,100,15.6,5,1,2706745.43
2,174302,1.1,386,27.5,8,4,4639250.9
3,155592,4.6,261,22.0,3,5,3768957.73
12,221310,1.3,426,26.7,7,1,3839138.07
11,188006,4.6,430,15.9,3,3,4028302.06
1,30566,1.9,302,11.2,6,3,4491670.24
1,78193,4.0,167,15.3,2,4,3631049.22
0,239296,2.2,103,18.0,6,1,3427791.59
14,166206,4.4,312,19.7,6,5,3519925.39
4,146417,3.8,128,19.2,8,1,4012189.13
3,126015,2.6,328,20.0,5,1,4393324.05
10,177257,1.3,86,26.5,1,4,2400543.99
9,229021,3.9,147,11.7,8,5,3215260.26
14,135956,3.5,275,15.0,9,3,3894215.17
1,75744,1.0,371,27.5,1,2,4090618.99
2,38455,1.0,235,20.3,5,5,3739320.65
6,164090,4.2,360,20.8,6,3,4504806.25
6,59219,2.0,454,18.5,4,4,4290833.75
11,50991,3.5,181,20.1,2,5,3269334.55
3,78616,2.8,482,12.4,5,5,4841723.5
4,92438,4.5,457,20.0,4,3,5225675.33
4,121841,4.7,386,29.9,7,3,5215325.34
5,145558,5.0,422,20.5,6,1,5095555.46
13,174934,1.6,214,9.0,3,1,2535796.06
8,63870,4.5,225,25.5,9,5,4235561.88
1,91694,2.1,247,16.7,4,2,3887163.45
4,242068,3.4,415,11.4,5,4,4280095.9
11,48856,3.0,205,27.0,3,3,3538634.88
2,106407,1.1,487,12.4,8,1,5217889.55
3,236816,4.7,384,28.3,7,4,4694200.87
9,222127,1.3,87,17.7,7,5,2549507.32
5,36379,3.8,420,24.3,8,3,5282876.6
11,69729,4.1,224,20.0,7,3,3991803.15
7,164450,4.2,341,13.6,3,1,4244380.01
0,241500,1.5,335,22.8,3,2,4188155.8
9,59353,2.8,429,29.1,2,3,4509304.1
13,186068,4.3,401,24.9,1,2,3783718.43
7,19031,2.2,475,21.3,5,4,4862550.6
10,216144,2.9,85,29.8,4,3,2827919.09
13,70982,2.1,81,13.8,2,3,2392539.21
6,41683,2.9,144,9.4,1,2,3104063.44
0,119091,4.6,281,8.7,3,1,4527445.27
1,122797,2.8,248,23.6,6,5,4347155.33
2,153690,3.2,198,26.3,2,4,3873294.5
0,11587,2.6,352,22.0,7,3,5130559.47
13,67790,2.8,264,27.9,7,1,3767616.14
8,36480,1.1,337,23.4,3,3,3550608.68
7,234602,2.1,99,16.2,1,4,2292539.64
1,156599,2.7,78,12.0,9,5,3218188.21
12,28569,3.5,378,28.3,5,3,4458799.06
8,16151,2.8,379,10.3,2,2,4287698.62
6,207166,2.4,234,19.9,8,1,3760525.19
8,195246,2.6,262,14.9,4,5,2929370.48
5,49739,2.0,495,14.0,7,3,4811791.8
5,37954,4.7,374,22.2,5,5,4723165.54
10,249056,3.1,329,13.1,3,2,3254723.52
13,248935,1.1,261,28.2,8,3,3228817.11
3,114373,1.1,148,16.9,2,5,2872144.52
9,171375,4.9,248,22.9,1,3,3806369.68
9,39700,1.9,160,24.0,5,3,3519031.89
12,229108,4.2,284,23.0,4,5,3313998.09
12,128728,1.2,148,27.9,7,3,2939582.39
1,203640,4.7,484,13.1,9,2,5412929.92
6,71788,4.5,172,9.9,6,5,3773529.86
4,76045,3.3,180,9.2,1,5,3315218.67
10,173914,1.0,383,27.3,8,2,4047939.93
5,149972,2.0,316,29.4,2,2,3750292.68
1,132992,2.6,303,14.7,4,2,4016735.65
4,85059,2.8,151,23.3,3,3,3791707.86
9,6881,2.2,201,8.2,6,3,3627494.19
3,169109,1.1,304,12.1,2,4,3371498.4
8,137702,3.4,347,23.2,5,3,4220852.15
5,25789,3.1,456,9.4,9,2,5450837.35
1,131083,2.1,404,18.3,3,4,4265071.02
0,93059,1.2,168,22.6,2,2,3488375.42
4,219566,5.0,107,24.9,2,1,3269926.83
8,51151,2.9,230,18.0,9,5,4007468.6
5,184992,4.0,186,21.9,6,1,3766132.58
9,114388,2.8,310,19.9,2,2,3478379.96
11,203303,1.2,95,9.2,3,3,1701138.28
6,216429,2.2,205,24.3,1,5,3049918.5
4,8262,2.3,119,11.8,2,3,3212032.51
9,71981,4.4,363,8.7,2,3,4101570.29
5,125951,3.6,463,17.9,2,5,4435100.76
4,128099,2.1,367,27.0,7,5,4491286.92
10,86972,4.9,362,11.3,3,1,3948057.61
8,80485,2.3,223,8.3,4,2,3298562.05
14,59722,5.0,289,10.4,2,3,3726765.19
5,94499,5.0,209,16.0,5,2,4463963.17
10,186890,1.8,118,20.8,9,2,2982652.74
7,166004,2.3,211,12.2,9,4,3485599.21
1,11901,2.9,115,25.6,7,1,4490259.33
11,122473,3.7,232,24.6,8,3,3931690.22
12,235095,3.1,354,23.3,5,5,3432660.64
8,13597,4.9,337,18.7,5,5,4550026.28
4,134631,3.9,185,16.0,3,2,3562535.53
6,68909,1.8,151,16.3,6,1,3434955.31
9,77391,1.4,113,19.1,1,1,2678133.05
12,220286,3.8,263,9.7,3,3,3018140.97
0,144335,1.6,327,23.0,2,3,4063300.85
9,68293,4.2,342,15.7,7,2,4431800.86
